id,text,category,source,is_favorite,created_at,scheduled_date,user_id,theme,ordre
3b5348e9-7e71-401d-a2ce-e7caa7a6a937,"الومضة رقم 419: التشبّه بالكفار
إن من أعظم الذنوب هو الكفر والشرك ، وما ( يرتبط ) بهما من إنكار الضروري والتبرم من قضائه وقدره ، ولكن العبد قد لا ( يعتقد ) شيئاً من تلك المعاني ، ولا يُظهرها على لسانه ، ولكنه يتصرف - في مقام العمل - كمن يعتقد بتلك الأمور الموبقة ، فهو وإن لم يكن كافراً بمجرد ذلك ، إلا أنه ( متشبّه ) بهم وما أسوأه من تشبّـه ..وقد ورد عن النبي (ص) أنه قال : { يأتي على الناس زمان يشْكُون فيه ربهم ، قلت وكيف يشكُون فيه ربهم ؟..قال يقول الرجل: والله ما ربحت شيئاً منذ كذا وكذا ، ولا آكل ولا أشرب إلا من رأس مالي ، ويحك!..وهل أصل مالك وذروته إلا من ربك ؟! }الوسائل-ج17ص462 .",thoughts,الومضات #إيمان,false,2025-03-06,2025-07-06,e2841233-397e-4ade-9351-0c71de3aebd4,,
3c5848e4-a6d6-4d3e-a90f-1afdf4b5efe0,"الومضة رقم 398: الملاك الواحد
إن الشيطان يوقع العداوة والبغضاء في الخمر والميسر ( ليصدّ ) عن سبيل الله تعالى كما صرح به القرآن الكريم ..وعليه فإن كل ما يصد عن سبيل الله تعالى فهو كالخمر والميسر ، وإن لم يتجلّ لنا قبحه كقبحهما ، إذ العبرة ( بالغايات ) القبيحة وإن لم تكن ( المبادئ ) قبيحة في بادئ النظر ..ومن هنا عُبر بالمسكر عن أمورٍ أخرٍ لا يتعارف سكرها ، كما روي عن أمير المؤمنين انه قال : { السكر أربعة: سكر الشراب ، وسكر المال ، وسكر النوم ، وسكر الملك }البحار-ج73ص142..وعليه فإذا رأى العبد المراقب لنفسه ، بعض موجبات الصد عن سبيل الله تعالى ، ولو كان مباحاً بعنوانه الأولي - كالجلوس مع الغافلين أو الإنشغال بما يلهي الفكر والنظر - فإنه يتعامل معه كتعامله مع الخمر والميسر ، لتشابه الملاك فيها جميعاً .",thoughts,الومضات #إيمان,false,2025-03-06,2025-06-29,e2841233-397e-4ade-9351-0c71de3aebd4,,
3cbfd34e-9cfd-4dc0-b821-c56853fb300f,عن جابر رضي الله عنه قال: سمعت النبي صلى الله عليه وسلم يقول: (إن الشيطان قد أيس أن يعبده المصلون في جزيرة العرب، ولكن في التحريش بينهم) رواه مسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-04-16,e2841233-397e-4ade-9351-0c71de3aebd4,,
3cd5630f-c6fe-4525-9148-dd349cf8092a,"الومضة رقم 370: العلم المخزون
إن العلم ( المخزون ) في معادن حكمة الحق - المتمثلة بأئمة الهدى (ع) - لا ( يعكسه ) ما صدر منهم وإن كان كثيراً خلال قرنين ونصف من الزمان قولاً وفعلاً وتقريراً ، فضلاً عما وصل إلينا من تراثهم وهو أقل القليل ، نظراً إلى عدم ( تدوين ) آثارهم من قِبَل مواليهم بما يليق بشأنهم ، إضافة إلى ( ضياع ) الكثير من مرويّـاتهم على أيدي أعدائهم ، وهذه الحقيقة يفصح عنها الإمام الصادق (ع) بكلمة مؤثرة فيقول: { ما خرج إليكم من علمنا ، إلا ألفاً غير معطوفة } البحار-ج25 ص283..يعني به الألف الذي لم يتعقبه الباء ، أو الألف الناقصة ، أو عدد الواحد الذي لم يُشفع بأعداد أخر .",thoughts,الومضات #أمل # حكمة # صبر (صبر),false,2025-03-06,2025-06-19,e2841233-397e-4ade-9351-0c71de3aebd4,,
3d6db603-567e-47e2-9633-6ed97d87657d,﴿يُؤتِي الحِكمَةَ مَن يَشاءُ وَمَن يُؤتَ الحِكمَةَ فَقَد أوتِيَ خَيرًا كَثيرًا وَما يَذَّكَّرُ إِلّا أُولُو الأَلبابِ﴾ [البقرة: ٢٦٩],verses,القرآن الكريم #حكمة,false,2025-03-06,2025-03-05,e2841233-397e-4ade-9351-0c71de3aebd4,,
3d9d70b4-4dc1-4f57-bf59-d7f7d99a0442,"الومضة رقم 550: مادة الغضب وأثرها
إن للغضب من العبد مادة وأثر .. فمادة غضبه هو ( تأذّيـه ) من أذى الخصم ، وأثره هو ( إنزال ) العقوبة عليه مع قدرته على ذلك ، فهناك ارتباط ومسانخة واضحة بين مادة الغضب وأثرها ، وإن كانت نفس من قام به الغضب هو المحقّق للربط بينهما .. وعليه نقول: إن المعصية والنار بمثابة المادة والأثر ، فبينهما كمال العُـلقة والمجانسة ، التي يحققها المولى خارجاً في إدخال صاحبها إلى النار ..ومن المعلوم أن استحضار هذا الاقتران ( الشرطي ) بين المعصية والنار ، لمن الزوّاجر الكبرى عند الـهمّ بالمعصية فضلاً عن ارتكابها ، لأنه يرى الأثر متصلاً بمادته ..ولكن عامة الخلق يرون المادة بما فيها من لذائذ ، وكأنها خالية عن الأثر الذي يصفه الحق بقوله : { ثم لترونها عين اليقين } .",thoughts,الومضات #إيمان,false,2025-03-06,2025-08-18,e2841233-397e-4ade-9351-0c71de3aebd4,,
3da9c1e7-c156-48e5-a433-e6db0ce182d2,عن خولة الأنصارية رضي الله عنها قالت: سمعت النبي صلى الله عليه وسلم يقول: (إن رجالا يتخوضون في مال الله بغير حق، فلهم النار يوم القيامة) رواه البخاري,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-04-18,e2841233-397e-4ade-9351-0c71de3aebd4,,
3e1e7dcb-52b3-43bb-9981-847a48fec1f0,"الومضة رقم 98: انحراف المدعين للمقامات 
يتحير بعضهم في تفسير انحراف من أوتي نصيبا من العلم - حتى الإلهي منه - إذ تراهم يحلّقون في دعوى الحب الإلهي ، وكشف حقائق عالم الوجود كما يدعونها في منظوماتهم ومنثوراتهم ..ومن الأمثلة القرآنية على ذلك ( بلعم ) الذي أوتي الاسم الأعظم ، وقد وصفه القرآن بأنه أوتي الآيات ، فأسند المولى الإيتاء إلى نفسه فقال : {آتيناه}، ومن ثم جمع ما آتاه فقال : {آياتنا}..وقد روي عن الباقر (ع) أنه قال : { الأصل في ذلك بلعم ، ثم ضرب الله مثلاً لكل مؤثر هواه على هدى الله من أهل القبلة }مجمع البيان-ج2ص499..ولا غرابة في هذا الأمر ، إذ أن العبد في كل مرحلة هو في شأن ، و( الاستقامة ) في العبودية من جانب العبد ، فرع ( الحصانة ) الربوبية من جانب الرب ..هذه الحصانة التي لو رفعت عن العبد - بجريرة ارتكبها - لهوت به الريح في مكان سحيق ..ولـيُعلم في هذا المجال أن الحديث عن منازل الكمال وأسرار الطريق ، يتوقف على نوع معرفة يكتسبها صاحبها: بالتأمل ، أو الرياضة النفسية ، أو الاكتساب من الغير ..وهذا المقدار من المعرفة النظرية لا دلالة فيها على كمال صاحبها بالضرورة ، فهو علم لا يستلزم الكمال بمجرده ..كما قد يتفق ذلك كثيرا لأرباب العلوم الأخرى كالطب والحكمة ، فتجد الطبيب سقيما والحكيم يرتكب ما هو أقرب إلى السفه . ",thoughts,الومضات #إيمان # حب # حكمة,false,2025-03-06,2025-04-06,e2841233-397e-4ade-9351-0c71de3aebd4,,
3e43aa61-ef77-4388-9a05-9a1124c88a7c,"الومضة رقم 3: النظرة إلى الخلق
لو اعتقد العبد اعتقادا راسخا أن الخلق ( عيال ) الله تعالى - ومنهم أهله وعياله - لانقلبت لديه موازين التعامل معهم رأسا على عقب ، فيمتلك بذلك قدرة ( مضاعفة ) على تحمّل الأذى منهم ، لعلمه أن ذلك كله بعين المولى تعالى الذي يرعى عياله بعد خلقهم لهم ..بل يزداد ( حـبّه ) ورأفته لهم ، زائدا عن مقتضى العلاقة البشرية المتعارفة بين المخلوقين ..كما ( يبارك ) المولى فيمن يحيط به من عياله ، ويجعلهم قرة عين له كما ذكر القرآن الكريم ، إكراماً لقصده في إكرام من هم عيال الله تعالى ، وأحب الخلق إليه - كما روي - من نفع عيال الله ، أو أدخل على أهل بيت سروراً ..وقد روى عن النبي (ص) أنه قال : { أقربكم مني مجلساً يوم القيامة ، أحسنكم أخلاقاً وخيركم لأهله…وأنا ألطفكم بأهلي }البحار-ج71ص387.",thoughts,الومضات #إيمان # حب # سعادة,false,2025-03-06,2025-03-05,e2841233-397e-4ade-9351-0c71de3aebd4,,
3e54bd54-22f0-4da8-8969-5a40a5bc0767,     الخافض تخفض كل من طغى وتجبر وخرج على شريعتك وتمرّد.,hadiths,أسماء الله الحسنى #حكمة,false,2025-03-06,2025-05-12,e2841233-397e-4ade-9351-0c71de3aebd4,,
3ed35efe-70d0-4457-8999-9ea482f7d360,     الصبور الحليم الذي لا يعاجل العصاة بالنقمة، بل يعفوا ويؤخر، ولا يسرع,hadiths,أسماء الله الحسنى #حكمة,false,2025-03-06,2025-05-15,e2841233-397e-4ade-9351-0c71de3aebd4,,
3ef4d045-a9a4-4a44-8455-7bcd09d7000c,"الومضة رقم 418: تمنيات الغافلين
قد يتمنى الغافل عن الحق ملذات المستغرقين في الشهوات ، كما تمنى الغافلون من قبل ما أوتي قارون من متاع ، إذ قالوا: { يا ليت لنا مثل ما أوتي قارون إنه لذو حظ عظيم }..والمطلوب في هذه الحالة الالتفات إلى حقائق تزهّده في تلك الأماني الباطلة: فمنها الاعتقاد ( بفناء ) الملذات ودفعيّـتها حتى في الحياة الدنيا ، ولهذا يستوحش أصحابها بمجرد الفراغ منها ، بل يصيبهم شعور بالملل والفتور كما هو واضح في شهوة البطن والفرج ..ومنها أن إقبال أهلها عليها إنما هو ( فرار ) في حالات كثيرة ، لما هم فيه من الضيق والضنك في العيش ، ولهذا يلتجأون إلى ما ينسي واقعهم كالمسكرات وما يشبه ذلك من مزيلات اليقظة والانتباه ، فيرتمون في أحضان تلك الموبقات ، لعدم وجود بديل لهم يشفي الغليل ، والحال أن المؤمن لا يرى في حياته ما يوجب الهروب منه ، ليلجأ إلى الاستمتاع المجرد من الهدف ، فهو متزود من الدنيا لا مستمتع بها ..أضف إلى ذلك كله ، وجود تبعات اللذائذ التي تلحق أهل المعاصي في الدنيا والآخرة ، خلافاً لأولياء الحق الذين جمعوا بين سعادة الدارين ، كما روي عن الإمام الصادق (ع) أنه قال : { المال والبنون حرث الدنيا ، والعمل الصالح حرث الآخرة ، وقد يجمعهما الله لأقوام }البحار-70ص225 .",thoughts,الومضات #إيمان # حب # سعادة,false,2025-03-06,2025-07-05,e2841233-397e-4ade-9351-0c71de3aebd4,,
3efefb89-9ddd-48d6-85f0-eae9516a47e2,"الومضة رقم 257: أصناف أزواج الدنيا
إن علاقة الناس بالدنيا إما :زواج دائم ، أو زواج منقطع ، أو طلاق رجعي ، أو طلاق بائن ، أو عدم زواج أصلا ..فالأول: لأهل الدنيا ( المستغرقين ) في متاعها ..والثاني: ( للمستمتعين ) بها من غير استغراق ، فيقدمون رجلا ويؤخرون أخرى ..والثالث: لمن هجر الدنيا بعد أن انكشفت له حقيقة حالهـا ، ثم يعود إليها بمقتضى ضعفه ووهن إرادته ..والرابع: لمن ( هجرها ) بعد طول معاناة ، بما لا يفكر معها بالرجوع أبدا ..والخامس للكمّلين الذين ( لم يتصلوا ) بمتاعها - دواما وانقطاعا - لينفصلوا عنها طلاقاً رجعياً أو بائناً ، وقليلٌ ما هم .",thoughts,الومضات #أمل,false,2025-03-06,2025-05-13,e2841233-397e-4ade-9351-0c71de3aebd4,,
3f24aa09-e683-4b7d-8f0d-edad8cce1765,﴿كُلُّ نَفسٍ ذائِقَةُ المَوتِ وَإِنَّما تُوَفَّونَ أُجورَكُم يَومَ القِيامَةِ فَمَن زُحزِحَ عَنِ النّارِ وَأُدخِلَ الجَنَّةَ فَقَد فازَ وَمَا الحَياةُ الدُّنيا إِلّا مَتاعُ الغُرورِ ۝ لَتُبلَوُنَّ في أَموالِكُم وَأَنفُسِكُم وَلَتَسمَعُنَّ مِنَ الَّذينَ أوتُوا الكِتابَ مِن قَبلِكُم وَمِنَ الَّذينَ أَشرَكوا أَذًى كَثيرًا وَإِن تَصبِروا وَتَتَّقوا فَإِنَّ ذلِكَ مِن عَزمِ الأُمورِ﴾ [آل عمران: ١٨٥-١٨٦],verses,القرآن الكريم #صبر,false,2025-03-06,2025-03-11,e2841233-397e-4ade-9351-0c71de3aebd4,,
3f6f277a-6e87-4954-ad6d-3eafa044dbb8,"الومضة رقم 389: إطفاء النور
ورد في الحديث عن الإمام الكاظم (ع) أنه قال : { وأطفأ نور عبرته بشهوات نفسه }البحار –ج1ص136.. ففي هذا الخبر إشارة مهمة إلى من راقب نفسه ، إذ أن بعض الذنوب لا تنحصر آثارها في ( العقوبة ) البرزخية أو الأخروية ، وإنما تسلب ( النور ) من العبد ، ومن المعلوم أن ذهاب النور يلازم حلول الظلمة التي تجعل العبد لا يهتدي إلى سبيله في الحياة ..ومن هنا تأكد الدعاء بطلب ذلك النور الذي يمشي به العبد في النشأتين ، إذ طالما تتعثر مسيرة العبد نتيجة خطئه في تمييز الصالح من الأفعال ، وخاصة في الموضوعات المبهمة التي لم يرد فيها أمر أو نهي بالخصوص ، فهو وإن لم يكن مسؤولاً عن الخطأ - جهلاً - في ( تشخيص ) الموضوع ، إلا أن ذلك مستلزم لتفويت منافع كثيرة كان من الممكن أن يحوز عليها ، لو كان ماشياً على بصيرة من ربه .",thoughts,الومضات #إيمان,false,2025-03-06,2025-06-26,e2841233-397e-4ade-9351-0c71de3aebd4,,
3f7fd4e3-3f69-422c-a84b-39bcf968e990,عن علي بن أبي طالب رضي الله عنه قال: والذي فلق الحبة، وبرأ النَسَمة، إنه لعهد النبي صلى الله عليه وسلم إلي: (أن لا يحبني إلا مؤمن، ولا يبغضني إلا منافق) رواه مسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-04-24,e2841233-397e-4ade-9351-0c71de3aebd4,,
3fb1fdde-cb12-48a0-8771-1128ad164ce7,﴿لا يُسأَلُ عَمّا يَفعَلُ وَهُم يُسأَلونَ﴾ [الأنبياء: ٢٣],verses,القرآن الكريم #حكمة,false,2025-03-06,2025-06-20,e2841233-397e-4ade-9351-0c71de3aebd4,,
401ad81d-96c6-42cc-a9df-a6ccf925e432,"الومضة رقم 368: مقومات نجاح الملُك
إن من مقومات النجاح في إدارة الملُك هو: الجمع بين ( التشريع ) الحكيم ، و( التنفيذ ) العادل ، و( القضاء ) الحق فيما اختلف فيه العباد ..وهذا المبدأ هو ما اتفقت عليه الأمم في كلياتها ، وإن انحرفوا في تطبيقاتها إلى حد ارتكاب عكس ذلك ..وقد يفهم ذلك من قوله تعالى: { وشددنا ملكه وآتيناه الحكمة وفصــل الخطاب }..ففيــه قـوة التنفيذ بشد الملك ، وحكمة التشريع بإتيان الحكمة ، وفصل الخطاب في الخصومة ، وهذا كله هو ما أعطي داود (ع) ذو الأيدي ، أي ذو القوة على العباد.",thoughts,الومضات #حكمة # صبر (صبر) # نجاح,false,2025-03-06,2025-06-19,e2841233-397e-4ade-9351-0c71de3aebd4,,
40779eca-2c13-4f86-ae44-d3fdad9bb701,"الومضة رقم 192: مواجهة الحقائق بالقلب
إن المواجهة للحقائق العالية إنما تكون ( بالقلب ) لا بالوجه الظاهري ..ولهذا قد يتفق للعبد مواجهة الكعبة المشرفة - وهو في جو متميز - إلا أنه لا يعيش أدنى درجات التفاعل بما هو فيه ، والسبب في ذلك أنه ( أغمض ) عين الباطن التي بها يبصر الحقائق المحجوبة عن عالم المادة ..بل قد يصل الأمر إلى انتفاء القابلية رأسا فيصاب ( بالعمى ) ، وعندها لا يرى شيئا من الحقائق الإلهية ولو كان في جوف الكعبة ، فقد قال الحق المتعال: { فإنها لا تعمى الأبصار ولكن تعمى القلوب التي في الصدور }، ويستمر هذا العمى إلى يوم القيامة حيث الحاجة الشديدة للإبصار في المهالك العظام ، فيقول الحق سبحانه: { ومن كان في هذه أعمى فهو في الآخرة أعمى وأضل سبيلا }..ومن ثَـمَّ فإن من الجدير بالعبد ، عند التـعرض لتلك المواطن - التي تتطلب منه اليقظة الروحية - أن يستعد لها في مرحلة سابقة ، لئلا يذهله ( هول ) المفاجأة عن التزود في تلك المرحلة الخصبة من حياته ، والتي لا تتاح إلا بعد الفينة والفينة .",thoughts,الومضات #أمل # إيمان,false,2025-03-06,2025-05-07,e2841233-397e-4ade-9351-0c71de3aebd4,,
41062957-86c6-4dd0-ba5f-73d0da9c8c35,عن أبي هريرة رضي الله عنه عن النبي صلى الله عليه وسلم قال: قال الله عز وجل: (سبقت رحمتي غضبي) رواه البخاري ومسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-03-15,e2841233-397e-4ade-9351-0c71de3aebd4,,
411fe7c8-b787-49a8-949f-c88070a51dc9,عن أبي هريرة رضي الله عنه أن رسول الله صلى الله عليه وسلم قال: (لقنوا موتاكم: لا إله إلا الله) رواه مسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-09-02,e2841233-397e-4ade-9351-0c71de3aebd4,,
4267ba33-e1c3-4e4f-b8bd-1f03cab6645e,"الومضة رقم 28: سرقة الجوهرة
إن إيمان العبد بمثابة الجوهرة القيّمة في يده ..وكلما ازدادت ( قيمتها ) كلما ازداد حرص الشياطين في ( سلب ) تلك الجوهرة من يد صاحبها ..ولهذا تزداد وحشة أهل اليقين عند ارتفاعهم في الإيمان درجة ، لوقوعهم في معرض هذا الخطر العظيم ، من جهة من اعتاد سرقة الجواهر من العباد ..ومن المعلوم أن هذا الشعور بالخوف ، لا يترك مجالا لعروض حالات العجب والرياء والتفاخر وغير ذلك ، لوجود الصارف الأقوى عن تلك المشاعر الباطلة.",thoughts,الومضات #إيمان # ثقة # شك (ثقة),false,2025-03-06,2025-03-14,e2841233-397e-4ade-9351-0c71de3aebd4,,
42ff8ad3-18a2-4108-9e5e-fcdae1b19045,"الومضة رقم 414: افتراض حلول الموت
يحسن بالعبد بين فترة وأخرى ( افتراض ) حلول الموت به على حين غفلة ، ليرى مدى ( استعداده ) لمواجهة هذا المصير الذي لا يُستثنى منه أحدٌ من الخلق ، وتتأكد هذه الحاجة لمن بلغ من العمر مبلغاً ، أو ألـمّت به عارضة يخشى معها الرحيل على عجل ..والمطلوب من العبد في مثل تلك المراجعة ، هو تصفية حقوق الخلق ، والإنابة إلى الخالق ، والتفكير فيما ينبغي له بعد الموت ، من موجبات الأجر الجاري الذي لا ينقطع بانقطاع الحياة ..ومع الإخلال بما ذكر ، فإن على العبد أن يوطّن نفسه على التصفية قبل الموت في سكراته ، وبعد الموت في برزخه ، وهو ما يعبر عنه الإمام الهادي (ع) بـ ( الحمّام ) ، وذلك عندما دخل على مريضٍ وهو يجزع فقال له: { إذا اتسخت وتقذّرت وتأذيت من كثرة القذر والوسخ عليك ، وأصابك قروح وجرب ، وعلمت أن الغسل في الحمام يزيل ذلك كله ، أما تريد أن تدخله فتغسل ذلك عنك؟.. أوَ تكره أن تدخله فيبقى ذلك عليك ؟.. فقال بلى يا ابن رسول الله ، فقال(ع): هو ذلك الحمام ، هو آخر ما بقي من تمحيص ذنوبك ، وتنقيتك من سيئاتك }البحار-ج6ص156..فالأولي بالعبد أن يدخل الحمام بنفسه قبل الموت ، لئلا يجبر على دخولهـا بما فيها من ذل وقسر وطول مكث .",thoughts,الومضات #أمل # إيمان,false,2025-03-06,2025-07-04,e2841233-397e-4ade-9351-0c71de3aebd4,,
43049c0d-41ad-4202-a315-da1ba8ced2aa,"الومضة رقم 394: تضييع النساء والصبيان
قد يلتفت العبد إلى حقوق العباد خارج دائرة سيطرته ..ولكنه يضيّـع حقوق القريبـين من رعيته ، وهم الضعيفان: الأولاد والنساء ، وذلك ( لاستسهال ) التعدي عليهم ، وعدم ( إطلاع ) الخلق على ظلامتهم ، و( حاجتهم ) الشديدة إليه بما يمنعهم من الشكوى منه ..ومن هنا لزم على العبد الحذر الشديد من غضب الحق فيمن لا ناصر لهم إلا الله تعالى ، وقد ورد عن الإمام الكاظم (ع) أنه قال : { إن الله لا يغضب بشيء ، كغضبه للنساء والصبيان }البحار-ج104ص73.",thoughts,الومضات #إيمان,false,2025-03-06,2025-06-27,e2841233-397e-4ade-9351-0c71de3aebd4,,
434f949b-c4ea-450d-9add-e0dd29273912,﴿إِنَّ اللَّهَ لا يَغفِرُ أَن يُشرَكَ بِهِ وَيَغفِرُ ما دونَ ذلِكَ لِمَن يَشاءُ وَمَن يُشرِك بِاللَّهِ فَقَد ضَلَّ ضَلالًا بَعيدًا ۝ إِن يَدعونَ مِن دونِهِ إِلّا إِناثًا وَإِن يَدعونَ إِلّا شَيطانًا مَريدًا ۝ لَعَنَهُ اللَّهُ وَقالَ لَأَتَّخِذَنَّ مِن عِبادِكَ نَصيبًا مَفروضًا ۝ وَلَأُضِلَّنَّهُم وَلَأُمَنِّيَنَّهُم وَلَآمُرَنَّهُم فَلَيُبَتِّكُنَّ آذانَ الأَنعامِ وَلَآمُرَنَّهُم فَلَيُغَيِّرُنّ َخَلقَ اللَّهِ وَمَن يَتَّخِذِ الشَّيطانَ وَلِيًّا مِن دونِ اللَّهِ فَقَد خَسِرَ خُسرانًا مُبينًا ۝ يَعِدُهُم وَيُمَنّيهِم وَما يَعِدُهُمُ الشَّيطانُ إِلّا غُرورًا ۝ أُولئِكَ مَأواهُم جَهَنَّمُ وَلا يَجِدونَ عَنها مَحيصًا ۝ وَالَّذينَ آمَنوا وَعَمِلُوا الصّالِحاتِ سَنُدخِلُهُم جَنّاتٍ تَجري مِن تَحتِهَا الأَنهارُ خالِدينَ فيها أَبَدًا وَعدَ اللَّهِ حَقًّا وَمَن أَصدَقُ مِنَ اللَّهِ قيلًا﴾ [النساء: ١١٦-١٢٢],verses,القرآن الكريم #أمل # إيمان,false,2025-03-06,2025-07-12,e2841233-397e-4ade-9351-0c71de3aebd4,,
43b966ce-24a6-4022-808b-259df6b8819b,عن أبي هريرة رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم: (بدأ الإسلام غريبا، وسيعود كما بدأ غريبا، فطوبى للغرباء) رواه مسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-09-12,e2841233-397e-4ade-9351-0c71de3aebd4,,
4454e1d7-84f3-41d8-9faf-e8476b171dd6,"الومضة رقم 51: أمارة التسديد 
من أمارات الصلاح في الطريق الذين يسلكه العبد ، هو إحساسه ( بالارتياح ) وانشراح الصدر ، مع استشعاره للرعاية الإلهية المواكبة لسيره في ذلك الطريق ، وقلب المؤمن خير دليل له في ذلك ..وحالات ( الانتكاس ) والتعثر والفشل ، والإحساس ( بالمـلل ) والثقل الروحي مع الفرد الذي يتعامل معه أو النشاط الذي يزاوله ، قد يكون إشارة على مرجوحية الأمر ..ولكنه مع ذلك كله ، فإن على العبد أن يتعامل مع هذه العلامة بحذر ، لئلا يقع في تلبيس الشيطان . ",thoughts,الومضات #إيمان,false,2025-03-06,2025-03-21,e2841233-397e-4ade-9351-0c71de3aebd4,,
44ab1c34-1585-488c-92f1-2809634fbb52,﴿يا بَني آدَمَ خُذوا زينَتَكُم عِندَ كُلِّ مَسجِدٍ وَكُلوا وَاشرَبوا وَلا تُسرِفوا إِنَّهُ لا يُحِبُّ المُسرِفينَ ۝ قُل مَن حَرَّمَ زينَةَ اللَّهِ الَّتي أَخرَجَ لِعِبادِهِ وَالطَّيِّباتِ مِنَ الرِّزقِ قُل هِيَ لِلَّذينَ آمَنوا فِي الحَياةِ الدُّنيا خالِصَةً يَومَ القِيامَةِ كَذلِكَ نُفَصِّلُ الآياتِ لِقَومٍ يَعلَمونَ ۝ قُل إِنَّما حَرَّمَ رَبِّيَ الفَواحِشَ ما ظَهَرَ مِنها وَما بَطَنَ وَالإِثمَ وَالبَغيَ بِغَيرِ الحَقِّ وَأَن تُشرِكوا بِاللَّهِ ما لَم يُنَزِّل بِهِ سُلطانًا وَأَن تَقولوا عَلَى اللَّهِ ما لا تَعلَمونَ﴾ [الأعراف: ٣١-٣٣],verses,القرآن الكريم #حكمة,false,2025-03-06,2025-04-02,e2841233-397e-4ade-9351-0c71de3aebd4,,
44d6649d-b5ef-4e22-a6ed-9a1cabb4f99b,"الومضة رقم 556: كفالة المربّي
تنتاب البعض حالة من القلق والاضطراب ، لعدم اهتدائهم إلى مربّ صالح يأخذ بأيديهم إلى طريق الخير والصلاح ، ومما لا شك فيه أن وجود المرشد البصير بأسرار الطريق ومعالم السير إلى الحق المتعال ، مما يعجل في سبر العبد إلى مقصده السامي .. ولكن ذلك لا يعني أبدا توقف السبيل على ذلك ، فإن الحق المتعال أحرص على هداية العبد من العبد نفسه ، فيهيئ له السبيل إلى المربي الصالح الذي يتكفله بالهداية والإرشاد ، عند اشتداد حاجة العبد لمثل ذلك ، كما وقع بالنسبة إلى مريم (ع) ، إذ كفّلها زكريا (ع) وهو نبي من الأنبياء ، وهي امرأة من النساء .
 ",thoughts,الومضات #إيمان,false,2025-03-06,2025-08-20,e2841233-397e-4ade-9351-0c71de3aebd4,,
44eb51ae-6bf0-4faf-a1f6-1e13cfd9d9e8,عن عبدالله بن عمر بن الخطاب رضي الله عنهما عن النبي صلى الله عليه وسلم قال: (الظلم ظلمات يوم القيامة) رواه البخاري ومسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-04-07,e2841233-397e-4ade-9351-0c71de3aebd4,,
44eb7b0b-f232-4fd7-bf79-3f3da5599006,عن المستورد بن شداد رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم: (والله ما الدنيا في الآخرة إلا مثل ما يجعل أحدكم إصبعه في اليم، فلينظر بم تَرجِع؟) رواه مسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-06-29,e2841233-397e-4ade-9351-0c71de3aebd4,,
452cceaa-42ad-433f-ae25-eaac2de48048,﴿إِنَّمَا التَّوبَةُ عَلَى اللَّهِ لِلَّذينَ يَعمَلونَ السّوءَ بِجَهالَةٍ ثُمَّ يَتوبونَ مِن قَريبٍ فَأُولئِكَ يَتوبُ اللَّهُ عَلَيهِم وَكانَ اللَّهُ عَليمًا حَكيمًا ۝ وَلَيسَتِ التَّوبَةُ لِلَّذينَ يَعمَلونَ السَّيِّئَاتِ حَتّى إِذا حَضَرَ أَحَدَهُمُ المَوتُ قالَ إِنّي تُبتُ الآنَ وَلَا الَّذينَ يَموتونَ وَهُم كُفّارٌ أُولئِكَ أَعتَدنا لَهُم عَذابًا أَليمًا ۝ يا أَيُّهَا الَّذينَ آمَنوا لا يَحِلُّ لَكُم أَن تَرِثُوا النِّساءَ كَرهًا وَلا تَعضُلوهُنَّ لِتَذهَبوا بِبَعضِ ما آتَيتُموهُنَّ إِلّا أَن يَأتينَ بِفاحِشَةٍ مُبَيِّنَةٍ وَعاشِروهُنَّ بِالمَعروفِ فَإِن كَرِهتُموهُنَّ فَعَسى أَن تَكرَهوا شَيئًا وَيَجعَلَ اللَّهُ فيهِ خَيرًا كَثيرًا﴾ [النساء: ١٦-١٩],verses,القرآن الكريم #حكمة,false,2025-03-06,2025-03-13,e2841233-397e-4ade-9351-0c71de3aebd4,,
